code_postal,bureau_postal,localite,delegation,gouvernorat,region,aliases,source,confidence
2040,CITE SFAXI,CITE SFAXI,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,CITE SNCFT,CITE SNCFT,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2018,CITE SNIT,CITE SNIT,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,CITE TAIEB MHIRI 1,CITE TAIEB MHIRI 1,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,CITE TAIEB MHIRI 2,CITE TAIEB MHIRI 2,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,CITE TAIEB MHIRI 3,CITE TAIEB MHIRI 3,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2018,DECOUPPAGE HAJ ALEYA,DECOUPPAGE HAJ ALEYA,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,RADES,RADES,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2018,RADES 7 NOVEMBRE,RADES 7 NOVEMBRE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2098,RADES EL MRAH,RADES EL MRAH,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2098,RADES FORET,RADES FORET,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2098,RADES MEDINA,RADES MEDINA,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2098,RADES MELIANE,RADES MELIANE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2098,RADES MONGIL,RADES MONGIL,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2040,RADES PLAGE,RADES PLAGE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1125,RADES SALINE,RADES SALINE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2018,VILLAGE MEDITERRANEE,VILLAGE MEDITERRANEE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
2018,VILLE SPORTIVE,VILLE SPORTIVE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1125,ZONE INDUSTRIELLE 1,ZONE INDUSTRIELLE 1,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1125,ZONE INDUSTRIELLE 2,ZONE INDUSTRIELLE 2,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
1125,ZONE PETROLIERE,ZONE PETROLIERE,RADES,BEN AROUS,GRAND TUNIS,,POSTE_TN_PUBLIC_LIST,HIGH
7000,BIZERTE,BIZERTE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7061,BIZERTE BAB MATEUR,BIZERTE BAB MATEUR,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,BIZERTE BOUGATFA,BIZERTE BOUGATFA,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE AFH,CITE AFH,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7000,CITE AIN MARIEM,CITE AIN MARIEM,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE AIN MERIEM,CITE AIN MERIEM,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7000,CITE BELVEDERE,CITE BELVEDERE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,CITE BOUGATFA,CITE BOUGATFA,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE BOUGATFA 2,CITE BOUGATFA 2,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE CHOUROUK SIDI SALEM,CITE CHOUROUK SIDI SALEM,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,CITE DE LA MUNICIPALITE,CITE DE LA MUNICIPALITE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE DE LA POLICE,CITE DE LA POLICE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE DE LA SANTE,CITE DE LA SANTE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE DE PARIS,CITE DE PARIS,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE EL HANA,CITE EL HANA,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE EL KORNICHE 1,CITE EL KORNICHE 1,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE EL KORNICHE 2,CITE EL KORNICHE 2,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE EL KORNICHE 3,CITE EL KORNICHE 3,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE EL MORJENE 3,CITE EL MORJENE 3,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE EL MORJENE 4,CITE EL MORJENE 4,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE ENNACIM,CITE ENNACIM,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,CITE ERRAOUABI,CITE ERRAOUABI,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,CITE ERRIADH,CITE ERRIADH,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,CITE HASSEN NOURI,CITE HASSEN NOURI,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7002,CITE MILITAIRE,CITE MILITAIRE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,CITE NOUVELLE PLAGE,CITE NOUVELLE PLAGE,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE RAFAHA 1,CITE RAFAHA 1,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7053,CITE RAFAHA 2,CITE RAFAHA 2,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,ENNADHOUR,ENNADHOUR,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,FEJJET ERRIH,FEJJET ERRIH,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,KSAR LAHMAR,KSAR LAHMAR,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7001,KSIBA,KSIBA,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,MARNISSA,MARNISSA,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7003,OUED EL MARJ,OUED EL MARJ,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,SIDI AHMED,SIDI AHMED,BIZERTE NORD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,AIN EL BERDA,AIN EL BERDA,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,AIN JENANE,AIN JENANE,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7071,BIZERTE HACHED,BIZERTE HACHED,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7094,BORJ CHALLOUF,BORJ CHALLOUF,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7064,BOU ZARIA,BOU ZARIA,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7011,CITE EL MOUROUJ,CITE EL MOUROUJ,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7011,CITE MILITAIRE,CITE MILITAIRE,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7029,EL MRAZIG,EL MRAZIG,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7011,LA PECHERIE,LA PECHERIE,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7041,LOUATA,LOUATA,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7027,METHLINE,METHLINE,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7036,TESKRAYA,TESKRAYA,BIZERTE SUD,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7016,CITE INDEPENDANCE,CITE INDEPENDANCE,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7016,EL ALIA,EL ALIA,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7016,EL HARIZA,EL HARIZA,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7081,EZZITOUNE,EZZITOUNE,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7016,IMPASSE EZZOUHOUR,IMPASSE EZZOUHOUR,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7081,KHETMINE,KHETMINE,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7093,SIDI ALI CHEBAB,SIDI ALI CHEBAB,EL ALIA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7033,BAJOU,BAJOU,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE 7 NOVEMBRE,CITE 7 NOVEMBRE,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE 9 AVRIL,CITE 9 AVRIL,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE EL AMEN,CITE EL AMEN,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE EL MOUROUJ,CITE EL MOUROUJ,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE KHALED IBN EL WALID,CITE KHALED IBN EL WALID,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,CITE NOUVELLE,CITE NOUVELLE,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7014,EL AOUSJA,EL AOUSJA,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7033,GHAR EL MELH,GHAR EL MELH,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7024,TOUIBIA,TOUIBIA,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7024,ZOUAOUINE,ZOUAOUINE,GHAR EL MELH,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,AIN REKOUB,AIN REKOUB,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,BENI BRAHIM,BENI BRAHIM,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,BOU JRIR,BOU JRIR,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,CITE AFH,CITE AFH,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,CITE BORJ DEHEB,CITE BORJ DEHEB,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,CITE RURALE,CITE RURALE,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,CITE SNIT,CITE SNIT,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,EL ATIBA,EL ATIBA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,EL GARIA,EL GARIA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,EL JAFNA,EL JAFNA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,GHEZALA,GHEZALA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,HENCHIR ETTOUILA,HENCHIR ETTOUILA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,LAOUILIA,LAOUILIA,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,OUED EZZITOUN,OUED EZZITOUN,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7040,OULED EL MAY,OULED EL MAY,GHEZALA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE BEN AROUS,CITE BEN AROUS,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE BOUCHOUCHA 2,CITE BOUCHOUCHA 2,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE CALYPTUS,CITE CALYPTUS,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE DU SOLEIL,CITE DU SOLEIL,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ENNACIM,CITE ENNACIM,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ERRAJA 1,CITE ERRAJA 1,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ERRAJA 2,CITE ERRAJA 2,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ERRAJA 3,CITE ERRAJA 3,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ERRIMEL,CITE ERRIMEL,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ERRSASS,CITE ERRSASS,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ESCALIERS,CITE ESCALIERS,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE ESSADAKA,CITE ESSADAKA,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE GABSI,CITE GABSI,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE HAMDOUN,CITE HAMDOUN,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE JAZIRI,CITE JAZIRI,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE LUNE,CITE LUNE,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE MOHAMED CHEHIMI,CITE MOHAMED CHEHIMI,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,CITE NOUVELLE,CITE NOUVELLE,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7021,JARZOUNA,JARZOUNA,JARZOUNA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7012,BAZINA,BAZINA,JOUMINE,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7020,JOUMINE,JOUMINE,JOUMINE,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7020,SAYAH,SAYAH,JOUMINE,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7020,SMADAH,SMADAH,JOUMINE,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,BORJ EL ADOUANI,BORJ EL ADOUANI,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE DE LA FRATERNITE,CITE DE LA FRATERNITE,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE DE LA GARE,CITE DE LA GARE,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EL MANAR,CITE EL MANAR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EL OMRANE 1,CITE EL OMRANE 1,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EL OMRANE 2,CITE EL OMRANE 2,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EL OMRANE 3,CITE EL OMRANE 3,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EL OMRANE 4,CITE EL OMRANE 4,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ENNAHDHA,CITE ENNAHDHA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ENNASR,CITE ENNASR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ERRAJA 1,CITE ERRAJA 1,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ERRAJA 2,CITE ERRAJA 2,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ERRAJA 3,CITE ERRAJA 3,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ESSADAKA,CITE ESSADAKA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE EZZOUHOUR,CITE EZZOUHOUR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,CITE HACHED,CITE HACHED,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE KHEMOUMA,CITE KHEMOUMA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE MONTAZAH,CITE MONTAZAH,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE SNIT,CITE SNIT,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,CITE ZARROUK,CITE ZARROUK,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,EL AOUANA,EL AOUANA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,ETTAREF,ETTAREF,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,HENCHIR EL BERNA,HENCHIR EL BERNA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,HENCHIR EL KAHLA,HENCHIR EL KAHLA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,JABOUZ,JABOUZ,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,JEBEL ICHKEUL,JEBEL ICHKEUL,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,MATEUR,MATEUR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,MATEUR HACHED,MATEUR HACHED,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,OUM JENNA,OUM JENNA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,SIDI MANSOUR,SIDI MANSOUR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,SIDI NSIR,SIDI NSIR,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7022,SIDI SALEM,SIDI SALEM,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,SOUIDIA,SOUIDIA,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7030,TEHENT,TEHENT,MATEUR,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,CITE BEN ALEYA,CITE BEN ALEYA,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,CITE DE LA DOUANE,CITE DE LA DOUANE,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,CITE LA RUCHE,CITE LA RUCHE,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,CITE NOUVELLE,CITE NOUVELLE,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,CITE SIDI YAHYA,CITE SIDI YAHYA,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7042,JOUAOUDA,JOUAOUDA,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7050,MENZEL BOURGUIBA,MENZEL BOURGUIBA,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7072,MENZEL BOURGUIBA ENNAJAH,MENZEL BOURGUIBA ENNAJAH,MENZEL BOURGUIBA,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,CITE 7 NOVEMBRE,CITE 7 NOVEMBRE,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE BIR HMEM,CITE BIR HMEM,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE BIR REMEL,CITE BIR REMEL,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE CHAMELLE,CITE CHAMELLE,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,CITE DES ORANGES,CITE DES ORANGES,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE DRISS BEN FREJ,CITE DRISS BEN FREJ,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE EL AHLEM,CITE EL AHLEM,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE EL BAALI,CITE EL BAALI,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE EL BATAN,CITE EL BATAN,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE EL HADDADIA,CITE EL HADDADIA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE EL HBESS,CITE EL HBESS,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE EL MAKAREM,CITE EL MAKAREM,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE ENNOUZHA,CITE ENNOUZHA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE ETTAFFALA,CITE ETTAFFALA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE ETTAHRIR,CITE ETTAHRIR,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE ETTAKADDOUM,CITE ETTAKADDOUM,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE HABIB ARIFA,CITE HABIB ARIFA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,CITE INDEPENDANCE,CITE INDEPENDANCE,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,CITE NOUVELLE,CITE NOUVELLE,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,CITE RURALE 1,CITE RURALE 1,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,CITE RURALE 2,CITE RURALE 2,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,EL AIN EL KEBIRA,EL AIN EL KEBIRA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,EL AZIB,EL AZIB,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,HENCHIR EL MOUKAOUIMINE,HENCHIR EL MOUKAOUIMINE,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7026,MAGHRAOUA,MAGHRAOUA,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7035,MENZEL ABDERRAHMAN,MENZEL ABDERRAHMAN,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7080,MENZEL JEMIL,MENZEL JEMIL,MENZEL JEMIL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
7075,BENI ATTA,BENI ATTA,RAS JEBEL,BIZERTE,NORD EST,,POSTE_TN_PUBLIC_LIST,HIGH
