code_postal,bureau_postal,localite,delegation,gouvernorat,region,aliases,source,confidence
9150,CITE EL AMEL,CITE EL AMEL,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,CITE INDEPENDANCE,CITE INDEPENDANCE,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9154,EL BOUAA,EL BOUAA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9151,EL FOUNI,EL FOUNI,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,EL GHERIS,EL GHERIS,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,EL GUEZGAZIA,EL GUEZGAZIA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,EL KHIMA,EL KHIMA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,EL KHOBNA,EL KHOBNA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,EL KHOUI,EL KHOUI,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,FERJEN,FERJEN,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,GHEDIR REBAIA,GHEDIR REBAIA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,HADDEJ,HADDEJ,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,MEZZOUNA,MEZZOUNA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,OUED EDDAM,OUED EDDAM,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9150,OULED DLALA,OULED DLALA,MEZZOUNA,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,BOUTIQUE ISSA,BOUTIQUE ISSA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CHOUACHNIA,CHOUACHNIA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE ALI BEN HAMID,CITE ALI BEN HAMID,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE COMMERCIALE,CITE COMMERCIALE,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE EL MAARIFA,CITE EL MAARIFA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE EL OMRANE,CITE EL OMRANE,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE ERRIADH,CITE ERRIADH,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,CITE EZZAYATINE,CITE EZZAYATINE,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9116,DHOUIBETTE,DHOUIBETTE,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,DHOUIBETTE 2,DHOUIBETTE 2,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9183,EL ABBADETTE,EL ABBADETTE,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,EL ARAOUA,EL ARAOUA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,EL GOUAIBIA,EL GOUAIBIA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,EL KHARWAA,EL KHARWAA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,EL MBARKIA,EL MBARKIA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,ENNAJAH,ENNAJAH,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,ERRANZEZ,ERRANZEZ,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,HORBIT,HORBIT,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,KHEBINA,KHEBINA,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,OULED HAFFOUZ,OULED HAFFOUZ,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,SIDI ELLAFI 1,SIDI ELLAFI 1,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,SIDI ELLAFI 2,SIDI ELLAFI 2,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9180,SIDI KHLIF,SIDI KHLIF,OULED HAFFOUZ,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BIR CHAREF,BIR CHAREF,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,BIR EL AKERMA,BIR EL AKERMA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BIR GZAIEL,BIR GZAIEL,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BIR KHELIFA,BIR KHELIFA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BIR NSIB,BIR NSIB,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BOU ALLEGUE,BOU ALLEGUE,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,BOU CHIHA,BOU CHIHA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,BOU DINAR,BOU DINAR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE DE LA REPUBLIQUE,CITE DE LA REPUBLIQUE,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE EL BASSATINE,CITE EL BASSATINE,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE EL INTILAKA,CITE EL INTILAKA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE EL KHADHRA,CITE EL KHADHRA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE EL MANAR,CITE EL MANAR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE ENNASR,CITE ENNASR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE ENNOUZHA,CITE ENNOUZHA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE ERRIADH,CITE ERRIADH,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE EZZOUHOUR,CITE EZZOUHOUR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,CITE IBN KHALDOUN,CITE IBN KHALDOUN,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,EL GHABA ESSOUDA,EL GHABA ESSOUDA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,EL GOUADRIA,EL GOUADRIA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,EL HOUDA,EL HOUDA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9173,EL KHECHEM,EL KHECHEM,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,EL MHAFDHIA,EL MHAFDHIA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9174,ERRADHAA,ERRADHAA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,ESSAKBA,ESSAKBA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,ESSFAYA,ESSFAYA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,EZZADAM,EZZADAM,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,EZZITOUNA,EZZITOUNA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,FARCH GUERIB,FARCH GUERIB,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9173,FATNASSA,FATNASSA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9172,GOUBRAR,GOUBRAR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,GUENIFIDA,GUENIFIDA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,HENCHIR KHDAM,HENCHIR KHDAM,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,KSAR EL HAMMAM,KSAR EL HAMMAM,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,KSAR SAI,KSAR SAI,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,MATLAG,MATLAG,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,OULED ABDALLAH,OULED ABDALLAH,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,OULED AYOUNI,OULED AYOUNI,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,OULED CHABOU,OULED CHABOU,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,OULED EL HANI,OULED EL HANI,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,REGUEB,REGUEB,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,RIHANA NORD,RIHANA NORD,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,RIHANA SUD,RIHANA SUD,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,SABRA,SABRA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9115,SAIDA,SAIDA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,SARAYRIA,SARAYRIA,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9170,SIDI AMEUR,SIDI AMEUR,REGUEB,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,AIN BOUZER,AIN BOUZER,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,AIN RABBAOU,AIN RABBAOU,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,BAZID,BAZID,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,CITE AGRICOLE,CITE AGRICOLE,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,DHAYAA,DHAYAA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,DHRAA,DHRAA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9133,EL HAOUAMED,EL HAOUAMED,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9171,EL HMAIMA,EL HMAIMA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9141,EL MAKAREM,EL MAKAREM,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,EL OGLA,EL OGLA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,EZZITOUNE,EZZITOUNE,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,FAYEDH,FAYEDH,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,GARET HADID,GARET HADID,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,GATRANA,GATRANA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9171,GRAA BENNOUR,GRAA BENNOUR,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,HANIA BAZID,HANIA BAZID,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,JEMEL,JEMEL,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9171,LESSOUDA,LESSOUDA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,OULED BOUDHIAF,OULED BOUDHIAF,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9141,OULED FARHAN,OULED FARHAN,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9112,OULED YOUSSEF,OULED YOUSSEF,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9133,REMAIDIA,REMAIDIA,SIDI BOUZID EST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,BIR BADRA,BIR BADRA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,BIR BOUZID,BIR BOUZID,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,BIR EL BEY,BIR EL BEY,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,CITE EL BRAHMIA,CITE EL BRAHMIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,CITE EL FRAIJIA,CITE EL FRAIJIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9132,CITE EL KAOUAFEL,CITE EL KAOUAFEL,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9125,CITE OULED BEL HEDI,CITE OULED BEL HEDI,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,EDDAGHER,EDDAGHER,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,EL ADHLA,EL ADHLA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,EL FATEH,EL FATEH,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,EL GHEMAMRIA,EL GHEMAMRIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,EL GUETAYFIA,EL GUETAYFIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,EL HAWAJBIA,EL HAWAJBIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,EL HICHRIA,EL HICHRIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,EL MLIKETTE,EL MLIKETTE,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,ESSADAGUIA,ESSADAGUIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,ESSANDOUG,ESSANDOUG,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9127,ETTOUANSIA,ETTOUANSIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,HENCHIR ESNAB,HENCHIR ESNAB,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9127,MEFREG EL FRAYOU,MEFREG EL FRAYOU,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,MELIKETTE,MELIKETTE,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,OUED EL BRIJ,OUED EL BRIJ,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,OUITHET GAZAL,OUITHET GAZAL,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,OULED JALAL,OULED JALAL,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9111,OUM EL ADHAM,OUM EL ADHAM,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9131,OUM ETTOUBOUL,OUM ETTOUBOUL,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,SIDI BOUZID,SIDI BOUZID,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,SIDI SALEM,SIDI SALEM,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,TOUILA,TOUILA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9100,ZAAFRIA,ZAAFRIA,SIDI BOUZID OUEST,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,BOU ATTOUCH,BOU ATTOUCH,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,BOU CHMEL,BOU CHMEL,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,CEGDEL,CEGDEL,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,DOUADNIA,DOUADNIA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,EL AZARA,EL AZARA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,EL BEKAKRIA,EL BEKAKRIA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,EL HACHANA,EL HACHANA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,EL HESSINETTE,EL HESSINETTE,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,EL KESSAYRA,EL KESSAYRA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,EL MESATRIA,EL MESATRIA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,EL MSABHIA,EL MSABHIA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,ENNOUHOUDH,ENNOUHOUDH,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,ESSADLIA,ESSADLIA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,GOULEB,GOULEB,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,OULED ALAYA,OULED ALAYA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,OULED AMMAR,OULED AMMAR,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,OULED AMOR,OULED AMOR,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,OULED KHEDHER,OULED KHEDHER,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,OULED MHAMED,OULED MHAMED,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,REMILA,REMILA,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9121,SOUK JEDID,SOUK JEDID,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
9142,ZEFZEF,ZEFZEF,SOUK JEDID,SIDI BOUZID,CENTRE OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,AIN EL FOURNA,AIN EL FOURNA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,AIN ZAKKAR,AIN ZAKKAR,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,BARGOU,BARGOU,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6115,BOU SAADIA,BOU SAADIA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE ABOUL KACEM CHEBBI,CITE ABOUL KACEM CHEBBI,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE AIR NOUVELLE,CITE AIR NOUVELLE,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE EL KADIM,CITE EL KADIM,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE ESSAADA,CITE ESSAADA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE EZZOUHOUR,CITE EZZOUHOUR,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,CITE IBN KHALDOUN,CITE IBN KHALDOUN,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,DRIJA,DRIJA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6173,EL BHIRINE,EL BHIRINE,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,MARJ AOUAM,MARJ AOUAM,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,SIDI AMARA,SIDI AMARA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,SIDI SAID,SIDI SAID,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6170,SIDI ZID,SIDI ZID,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6173,SODGA,SODGA,BARGOU,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,AIN EL GHESSIL,AIN EL GHESSIL,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,BATEN ZRAIEB,BATEN ZRAIEB,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,BOU ARADA,BOU ARADA,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,CITE ALI BEN MBAREK 1,CITE ALI BEN MBAREK 1,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,CITE ALI BEN MBAREK 2,CITE ALI BEN MBAREK 2,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,CITE ALI BEN MBAREK 3,CITE ALI BEN MBAREK 3,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
6180,CITE EL BASSATINE,CITE EL BASSATINE,BOU ARADA,SILIANA,NORD OUEST,,POSTE_TN_PUBLIC_LIST,HIGH
